Chrom	Edge
chr21	>105400487>105400490
chr21	>105402570>105402572
chr21	>105405210>105405211
chr21	>105403148>105403149
chr21	>105406473>105406475
chr21	>105400376>105400377
chr21	>105402354>105402355
chr21	>105399145>105399146
chr21	>105401942>105401944
chr21	>105402979>105402980
chr21	>105405008>105405010
chr21	>105401784>105401785
chr21	>105405274>105405275
chr21	>105400740>105400741
chr21	>105400740>105400744
chr21	>105404385>105404386
chr21	>105398582>105398584
chr21	>105400544>105400545
chr21	>105404807>105404809
chr21	>105405376>105405378
chr21	>105406236>105406237
chr21	>105405247>105405248
chr21	>105399788>105399789
chr21	>105405815>105405816
chr21	>105400755>105400756
chr21	>105400692>105400694
chr21	>105400855>105400857
chr21	>105399068>105399069
chr21	>105400761>105400762
chr21	>105400348>105400350
chr21	>105398659>105398660
chr21	>105407126>105407128
chr21	>105399199>105399201
chr21	>105399071>105399072
chr21	>105404070>105404072
chr21	>105404543>105404545
chr21	>105400931>105400933
chr21	>105404767>105404768
chr21	>105406719>105406721
chr21	>105406750>105406752
chr21	>105403864>105403865
chr21	>105402346>105402348
chr21	>105400707>105400709
chr21	>105402941>105402943
chr21	>105406649>105406651
chr21	>105402490>105402491
chr21	>105400358>105400359
chr21	>105404207>105404209
chr21	>105403633>105403634
chr21	>105401286>105401288
chr21	>105399847>105399849
chr21	>105401928>105401930
chr21	>105402254>105402255
chr21	>105400178>105400180
chr21	>105399838>105399840
chr21	>105407096>105407098
chr21	>105398897>105398898
chr21	>105400815>105400816
chr21	>105403494>105403495
chr21	>105404652>105404654
chr21	>105404943>105404945
chr21	>105402715>105402717
chr21	>105404219>105404221
chr21	>105401017>105401019
chr21	>105398855>105398856
chr21	>105403213>105403216
chr21	>105399266>105399268
chr21	>105403981>105403982
chr21	>105401691>105401693
chr21	>105401210>105401211
chr21	>105403993>105403995
chr21	>105405533>105405534
chr21	>105405533>105405540
chr21	>105402587>105402589
chr21	>105402944>105402946
chr21	>105399390>105399391
chr21	>105401440>105401441
chr21	>105398795>105398797
chr21	>105398873>105398875
chr21	>105404519>105404520
chr21	>105399299>105399300
chr21	>105404410>105404411
chr21	>105405879>105405881
chr21	>105406077>105406078
chr21	>105400351>105400353
chr21	>105401026>105401028
chr21	>105400560>105400562
chr21	>105398692>105398693
chr21	>105401201>105401202
chr21	>105400576>105400577
chr21	>105402204>105402205
chr21	>105402204>105402206
chr21	>105403831>105403832
chr21	>105406405>105406406
chr21	>105405693>105405695
chr21	>105401951>105401953
chr21	>105403057>105403059
chr21	>105406793>105406795
chr21	>105404546>105404548
chr21	>105403947>105403948
chr21	>105403947>105403949
chr21	>105400675>105400676
chr21	>105406973>105406974
chr21	>105402774>105402775
chr21	>105402646>105402648
chr21	>105405283>105405285
chr21	>105402443>105402445
chr21	>105399505>105399507
chr21	>105402494>105402496
chr21	>105404176>105404178
chr21	>105407258>105407260
chr21	>105402115>105402116
chr21	>105404727>105404729
chr21	>105407355>105407356
chr21	>105402314>105402316
chr21	>105405557>105405559
chr21	>105402677>105402678
chr21	>105402677>105402679
chr21	>105404034>105404035
chr21	>105407044>105407045
chr21	>105399774>105399776
chr21	>105403661>105403663
chr21	>105404212>105404213
chr21	>105407281>105407282
chr21	>105406707>105406708
chr21	>105406323>105406324
chr21	>105401138>105401140
chr21	>105402366>105402367
chr21	>105403120>105403121
chr21	>105404676>105404677
chr21	>105406685>105406687
chr21	>105406468>105406470
chr21	>105400637>105400639
chr21	>105398674>105398675
chr21	>105404909>105404911
chr21	>105403721>105403722
chr21	>105402792>105402794
chr21	>105403093>105403095
chr21	>105405811>105405813
chr21	>105405673>105405675
chr21	>105399368>105399369
chr21	>105399368>105399370
chr21	>105399384>105399385
chr21	>105402360>105402361
chr21	>105401107>105401109
chr21	>105404423>105404424
chr21	>105400505>105400506
chr21	>105401905>105401907
chr21	>105399160>105399161
chr21	>105402174>105402176
chr21	>105404049>105404051
chr21	>105403258>105403260
chr21	>105405619>105405620
chr21	>105401208>105401210
chr21	>105402436>105402437
chr21	>105406923>105406925
chr21	>105404810>105404812
chr21	>105404868>105404870
chr21	>105406716>105406718
chr21	>105402784>105402786
chr21	>105401802>105401805
chr21	>105401802>105401806
chr21	>105400155>105400156
chr21	>105406203>105406204
chr21	>105401835>105401836
chr21	>105399025>105399026
chr21	>105405656>105405658
chr21	>105404789>105404791
chr21	>105401750>105401751
chr21	>105407264>105407266
chr21	>105403952>105403953
chr21	>105399044>105399045
chr21	>105400502>105400504
chr21	>105406810>105406811
chr21	>105406678>105406679
chr21	>105401395>105401396
chr21	>105406255>105406257
chr21	>105403410>105403411
chr21	>105398952>105398954
chr21	>105406771>105406773
chr21	>105406042>105406043
chr21	>105404698>105404700
chr21	>105405587>105405588
chr21	>105406816>105406817
chr21	>105406426>105406427
chr21	>105399380>105399381
chr21	>105401826>105401827
chr21	>105402260>105402261
chr21	>105398536>105398538
chr21	>105399761>105399762
chr21	>105401233>105401235
chr21	>105402378>105402379
chr21	>105403389>105403390
chr21	>105403389>105403391
chr21	>105399598>105399599
chr21	>105401467>105401469
chr21	>105402135>105402136
chr21	>105406840>105406841
chr21	>105406938>105406939
chr21	>105405717>105405719
chr21	>105407102>105407104
chr21	>105407613>105407614
chr21	>105400067>105400068
chr21	>105399878>105399879
chr21	>105406441>105406442
chr21	>105400607>105400608
chr21	>105399287>105399288
chr21	>105403538>105403540
chr21	>105400975>105400976
chr21	>105399883>105399884
chr21	>105399883>105399885
chr21	>105405509>105405510
chr21	>105398508>105398509
chr21	>105401936>105401937
chr21	>105398506>105398508
chr21	>105400824>105400826
chr21	>105401989>105401990
chr21	>105399108>105399110
chr21	>105401868>105401869
chr21	>105402016>105402018
chr21	>105399371>105399373
chr21	>105404801>105404803
chr21	>105401258>105401260
chr21	>105401351>105401352
chr21	>105404411>105404412
chr21	>105399829>105399831
chr21	>105400618>105400619
chr21	>105404893>105404894
chr21	>105399220>105399221
chr21	>105399508>105399510
chr21	>105403779>105403780
chr21	>105400166>105400171
chr21	>105402333>105402334
chr21	>105402127>105402129
chr21	>105405748>105405749
chr21	>105403303>105403304
chr21	>105407244>105407246
chr21	>105406899>105406901
chr21	>105398657>105398659
chr21	>105401260>105401261
chr21	>105401931>105401933
chr21	>105403840>105403842
chr21	>105399158>105399160
chr21	>105402573>105402575
chr21	>105400312>105400314
chr21	>105398532>105398533
chr21	>105398640>105398642
chr21	>105404116>105404117
chr21	>105404707>105404708
chr21	>105406309>105406311
chr21	>105407212>105407213
chr21	>105407464>105407466
chr21	>105401617>105401618
chr21	>105399296>105399297
chr21	>105403066>105403068
chr21	>105398998>105398999
chr21	>105402086>105402088
chr21	>105398560>105398561
chr21	>105407238>105407240
chr21	>105404582>105404583
chr21	>105401120>105401122
chr21	>105404514>105404516
chr21	>105406580>105406581
chr21	>105400468>105400470
chr21	>105402613>105402614
chr21	>105404389>105404391
chr21	>105400332>105400333
chr21	>105406871>105406873
chr21	>105400128>105400130
chr21	>105401450>105401452
chr21	>105404107>105404108
chr21	>105402449>105402451
chr21	>105406790>105406792
chr21	>105405659>105405661
chr21	>105406479>105406481
chr21	>105401271>105401273
chr21	>105405571>105405572
chr21	>105400946>105400947
chr21	>105405343>105405345
chr21	>105407335>105407336
chr21	>105399419>105399420
chr21	>105399419>105399421
chr21	>105405163>105405165
chr21	>105403313>105403315
chr21	>105398698>105398699
chr21	>105398923>105398925
chr21	>105401401>105401402
chr21	>105400973>105400975
chr21	>105399593>105399595
chr21	>105402162>105402164
chr21	>105400470>105400471
chr21	>105404585>105404586
chr21	>105403616>105403618
chr21	>105401658>105401660
chr21	>105407010>105407012
chr21	>105403920>105403922
chr21	>105402968>105402970
chr21	>105400464>105400465
chr21	>105404380>105404382
chr21	>105401940>105401941
chr21	>105399533>105399534
chr21	>105399188>105399189
chr21	>105403126>105403128
chr21	>105404759>105404761
chr21	>105405546>105405551
chr21	>105404189>105404191
chr21	>105406328>105406329
chr21	>105406970>105406971
chr21	>105402579>105402581
chr21	>105401890>105401892
chr21	>105399164>105399166
chr21	>105402367>105402369
chr21	>105399737>105399738
chr21	>105404134>105404135
chr21	>105401085>105401086
chr21	>105401085>105401088
chr21	>105406767>105406768
chr21	>105402230>105402231
chr21	>105406162>105406163
chr21	>105401068>105401069
chr21	>105402986>105402987
chr21	>105401276>105401277
chr21	>105402709>105402711
chr21	>105405354>105405355
chr21	>105404209>105404210
chr21	>105405553>105405554
chr21	>105407412>105407413
chr21	>105403650>105403652
chr21	>105399410>105399411
chr21	>105401384>105401385
chr21	>105405662>105405665
chr21	>105401114>105401115
chr21	>105401114>105401116
chr21	>105402962>105402964
chr21	>105403777>105403779
chr21	>105404803>105404804
chr21	>105402311>105402313
chr21	>105407330>105407332
chr21	>105405270>105405272
chr21	>105403507>105403509
chr21	>105401690>105401691
chr21	>105402281>105402282
chr21	>105402873>105402874
chr21	>105398808>105398809
chr21	>105402712>105402714
chr21	>105402264>105402266
chr21	>105404076>105404077
chr21	>105407548>105407549
chr21	>105405255>105405256
chr21	>105400493>105400495
chr21	>105407087>105407089
chr21	>105404228>105404230
chr21	>105402076>105402077
chr21	>105400965>105400967
chr21	>105398578>105398579
chr21	>105402300>105402302
chr21	>105406801>105406802
chr21	>105403460>105403462
chr21	>105403219>105403220
chr21	>105405653>105405655
chr21	>105401236>105401238
chr21	>105401643>105401644
chr21	>105406308>105406309
chr21	>105401676>105401678
chr21	>105407413>105407415
chr21	>105398966>105398967
chr21	>105400065>105400067
chr21	>105400268>105400269
chr21	>105399702>105399704
chr21	>105405095>105405096
chr21	>105400342>105400344
chr21	>105399182>105399184
chr21	>105406373>105406375
chr21	>105403039>105403040
chr21	>105403369>105403371
chr21	>105401513>105401514
chr21	>105406710>105406711
chr21	>105406710>105406712
chr21	>105399776>105399777
chr21	>105400483>105400484
chr21	>105402940>105402941
chr21	>105403154>105403155
chr21	>105398472>105398473
chr21	>105404554>105404556
chr21	>105407472>105407473
chr21	>105404548>105404549
chr21	>105405141>105405142
chr21	>105406936>105406938
chr21	>105399466>105399467
chr21	>105404060>105404061
chr21	>105402257>105402258
chr21	>105405521>105405522
chr21	>105399831>105399832
chr21	>105398807>105398808
chr21	>105404367>105404368
chr21	>105399527>105399528
chr21	>105404933>105404934
chr21	>105401373>105401375
chr21	>105398782>105398783
chr21	>105399783>105399785
chr21	>105405522>105405524
chr21	>105402769>105402771
chr21	>105403862>105403864
chr21	>105406565>105406566
chr21	>105407478>105407480
chr21	>105400909>105400910
chr21	>105400771>105400773
chr21	>105406948>105406950
chr21	>105406249>105406251
chr21	>105401354>105401355
chr21	>105399154>105399155
chr21	>105404911>105404912
chr21	>105406945>105406947
chr21	>105398772>105398773
chr21	>105400234>105400235
chr21	>105401150>105401152
chr21	>105403351>105403352
chr21	>105405483>105405485
chr21	>105407490>105407492
chr21	>105398825>105398826
chr21	>105403670>105403672
chr21	>105403769>105403770
chr21	>105401697>105401699
chr21	>105404604>105404606
chr21	>105405169>105405171
chr21	>105402824>105402825
chr21	>105403138>105403140
chr21	>105406436>105406438
chr21	>105398434>105398435
chr21	>105402858>105402859
chr21	>105407409>105407410
chr21	>105404854>105404855
chr21	>105404854>105404856
chr21	>105400563>105400565
chr21	>105399608>105399610
chr21	>105405174>105405175
chr21	>105402007>105402009
chr21	>105400526>105400527
chr21	>105403363>105403364
chr21	>105403363>105403365
chr21	>105406598>105406599
chr21	>105406292>105406293
chr21	>105400015>105400017
chr21	>105404960>105404961
chr21	>105405628>105405629
chr21	>105399798>105399800
chr21	>105403963>105403964
chr21	>105405658>105405659
chr21	>105401077>105401079
chr21	>105404479>105404481
chr21	>105404640>105404642
chr21	>105399417>105399419
chr21	>105407301>105407303
chr21	>105403078>105403080
chr21	>105399689>105399690
chr21	>105403803>105403805
chr21	>105399251>105399252
chr21	>105399385>105399387
chr21	>105399075>105399077
chr21	>105404064>105404066
chr21	>105400290>105400291
chr21	>105404757>105404759
chr21	>105405105>105405107
chr21	>105401511>105401512
chr21	>105401511>105401513
chr21	>105399812>105399813
chr21	>105406172>105406174
chr21	>105401255>105401257
chr21	>105405043>105405044
chr21	>105404323>105404325
chr21	>105400399>105400400
chr21	>105405925>105405926
chr21	>105405055>105405056
chr21	>105399320>105399321
chr21	>105404967>105404969
chr21	>105399614>105399616
chr21	>105402019>105402021
chr21	>105402908>105402910
chr21	>105402068>105402070
chr21	>105400777>105400779
chr21	>105403121>105403123
chr21	>105400350>105400351
chr21	>105398964>105398966
chr21	>105400619>105400621
chr21	>105400266>105400268
chr21	>105402139>105402141
chr21	>105401482>105401484
chr21	>105399747>105399749
chr21	>105399240>105399242
chr21	>105402911>105402913
chr21	>105403006>105403007
chr21	>105401112>105401113
chr21	>105401112>105401114
chr21	>105398915>105398917
chr21	>105400259>105400260
chr21	>105400341>105400342
chr21	>105405840>105405842
chr21	>105401250>105401252
chr21	>105399061>105399062
chr21	>105399061>105399063
chr21	>105401141>105401143
chr21	>105398520>105398521
chr21	>105404756>105404757
chr21	>105401546>105401547
chr21	>105402285>105402287
chr21	>105399971>105399978
chr21	>105399971>105399979
chr21	>105399971>105399980
chr21	>105399971>105399981
chr21	>105399971>105399982
chr21	>105399971>105399983
chr21	>105406464>105406465
chr21	>105401971>105401972
chr21	>105405319>105405320
chr21	>105402091>105402092
chr21	>105402913>105402914
chr21	>105403390>105403391
chr21	>105401264>105401266
chr21	>105405938>105405939
chr21	>105403007>105403008
chr21	>105400916>105400918
chr21	>105405147>105405148
chr21	>105406393>105406394
chr21	>105399155>105399157
chr21	>105404028>105404029
chr21	>105400101>105400102
chr21	>105400101>105400115
chr21	>105399198>105399199
chr21	>105405536>105405537
chr21	>105405536>105405540
chr21	>105406186>105406187
chr21	>105406448>105406450
chr21	>105407201>105407202
chr21	>105401848>105401850
chr21	>105405420>105405422
chr21	>105402058>105402060
chr21	>105406415>105406417
chr21	>105399919>105399920
chr21	>105399919>105399921
chr21	>105403506>105403507
chr21	>105400924>105400925
chr21	>105406671>105406672
chr21	>105406303>105406305
chr21	>105401011>105401013
chr21	>105403104>105403106
chr21	>105400548>105400550
chr21	>105406861>105406862
chr21	>105406159>105406160
chr21	>105406439>105406441
chr21	>105406908>105406910
chr21	>105399288>105399290
chr21	>105401413>105401414
chr21	>105398940>105398942
chr21	>105399723>105399724
chr21	>105407307>105407309
chr21	>105405666>105405667
chr21	>105401459>105401465
chr21	>105401558>105401559
chr21	>105398594>105398596
chr21	>105400527>105400529
chr21	>105407361>105407363
chr21	>105405565>105405566
chr21	>105399800>105399801
chr21	>105401757>105401759
chr21	>105401253>105401254
chr21	>105399531>105399533
chr21	>105401195>105401197
chr21	>105401195>105401198
chr21	>105401956>105401957
chr21	>105402777>105402778
chr21	>105400797>105400799
chr21	>105405172>105405174
chr21	>105403096>105403098
chr21	>105403707>105403709
chr21	>105406165>105406166
chr21	>105405053>105405055
chr21	>105405003>105405005
chr21	>105407019>105407020
chr21	>105407019>105407022
chr21	>105403734>105403735
chr21	>105400928>105400930
chr21	>105403910>105403911
chr21	>105402022>105402023
chr21	>105399485>105399487
chr21	>105401205>105401207
chr21	>105401277>105401279
chr21	>105399492>105399493
chr21	>105402739>105402741
chr21	>105406421>105406423
chr21	>105402637>105402639
chr21	>105403489>105403491
chr21	>105404711>105404712
chr21	>105407074>105407075
chr21	>105402205>105402206
chr21	>105402674>105402675
chr21	>105399518>105399519
chr21	>105402642>105402643
chr21	>105407132>105407134
chr21	>105405527>105405529
chr21	>105405527>105405530
chr21	>105399732>105399733
chr21	>105407172>105407174
chr21	>105405199>105405201
chr21	>105400752>105400753
chr21	>105407189>105407191
chr21	>105401913>105401915
chr21	>105399850>105399851
chr21	>105398764>105398766
chr21	>105407579>105407580
chr21	>105405110>105405112
chr21	>105402645>105402646
chr21	>105398936>105398937
chr21	>105406136>105406138
chr21	>105403089>105403090
chr21	>105405091>105405092
chr21	>105405884>105405885
chr21	>105399005>105399007
chr21	>105404231>105404233
chr21	>105403737>105403738
chr21	>105403737>105403739
chr21	>105402993>105402994
chr21	>105399008>105399010
chr21	>105398443>105398444
chr21	>105400613>105400615
chr21	>105405020>105405022
chr21	>105404751>105404753
chr21	>105399446>105399448
chr21	>105407275>105407277
chr21	>105407110>105407111
chr21	>105402714>105402715
chr21	>105400392>105400394
chr21	>105403174>105403176
chr21	>105405471>105405473
chr21	>105405725>105405726
chr21	>105407146>105407148
chr21	>105401809>105401810
chr21	>105403745>105403747
chr21	>105400226>105400227
chr21	>105404942>105404943
chr21	>105404365>105404367
chr21	>105404861>105404862
chr21	>105405023>105405025
chr21	>105404052>105404054
chr21	>105398599>105398600
chr21	>105405930>105405932
chr21	>105403985>105403987
chr21	>105407211>105407212
chr21	>105407211>105407213
chr21	>105401506>105401508
chr21	>105399401>105399402
chr21	>105398509>105398511
chr21	>105403564>105403566
chr21	>105399667>105399669
chr21	>105402407>105402408
chr21	>105405068>105405070
chr21	>105399499>105399501
chr21	>105399055>105399056
chr21	>105400440>105400441
chr21	>105404823>105404824
chr21	>105399315>105399317
chr21	>105401523>105401526
chr21	>105401740>105401741
chr21	>105402296>105402297
chr21	>105401937>105401940
chr21	>105404950>105404951
chr21	>105403790>105403791
chr21	>105407122>105407123
chr21	>105402177>105402179
chr21	>105404350>105404352
chr21	>105399063>105399064
chr21	>105405652>105405653
chr21	>105407545>105407546
chr21	>105406593>105406595
chr21	>105401589>105401590
chr21	>105399771>105399773
chr21	>105401249>105401250
chr21	>105406245>105406246
chr21	>105400308>105400309
chr21	>105407135>105407137
chr21	>105400027>105400028
chr21	>105402385>105402386
chr21	>105404072>105404073
chr21	>105405473>105405474
chr21	>105399832>105399834
chr21	>105405935>105405936
chr21	>105402844>105402846
chr21	>105406554>105406555
chr21	>105406731>105406733
chr21	>105401342>105401343
chr21	>105403417>105403419
chr21	>105405939>105405942
chr21	>105403643>105403644
chr21	>105406609>105406610
chr21	>105399081>105399083
chr21	>105399744>105399746
chr21	>105401288>105401289
chr21	>105401469>105401470
chr21	>105400838>105400839
chr21	>105404051>105404052
chr21	>105404143>105404144
chr21	>105404841>105404843
chr21	>105398639>105398640
chr21	>105403679>105403681
chr21	>105404576>105404577
chr21	>105400802>105400803
chr21	>105399605>105399607
chr21	>105399661>105399663
chr21	>105402133>105402135
chr21	>105407069>105407071
chr21	>105398870>105398872
chr21	>105403257>105403258
chr21	>105400182>105400184
chr21	>105400518>105400520
chr21	>105404723>105404724
chr21	>105398713>105398715
chr21	>105406819>105406820
chr21	>105400731>105400733
chr21	>105403739>105403740
chr21	>105401578>105401579
chr21	>105402028>105402029
chr21	>105402899>105402901
chr21	>105403571>105403572
chr21	>105405737>105405739
chr21	>105403008>105403010
chr21	>105402106>105402107
chr21	>105398662>105398663
chr21	>105399969>105399971
chr21	>105403318>105403320
chr21	>105406890>105406892
chr21	>105399663>105399664
chr21	>105403521>105403522
chr21	>105402192>105402193
chr21	>105406652>105406654
chr21	>105399636>105399637
chr21	>105402364>105402366
chr21	>105404820>105404821
chr21	>105404905>105404906
chr21	>105405568>105405569
chr21	>105402658>105402660
chr21	>105399928>105399930
chr21	>105406957>105406959
chr21	>105401032>105401033
chr21	>105399581>105399583
chr21	>105403936>105403937
chr21	>105399866>105399867
chr21	>105399866>105399868
chr21	>105399866>105399871
chr21	>105399866>105399876
chr21	>105404195>105404197
chr21	>105403222>105403223
chr21	>105400330>105400332
chr21	>105399312>105399314
chr21	>105405470>105405471
chr21	>105398527>105398529
chr21	>105399176>105399178
chr21	>105406406>105406407
chr21	>105403842>105403843
chr21	>105399587>105399589
chr21	>105400484>105400486
chr21	>105402486>105402488
chr21	>105406552>105406554
chr21	>105405816>105405818
chr21	>105399210>105399211
chr21	>105401219>105401220
chr21	>105404453>105404455
chr21	>105405450>105405452
chr21	>105404137>105404138
chr21	>105406438>105406439
chr21	>105399545>105399547
chr21	>105402345>105402346
chr21	>105401874>105401875
chr21	>105398475>105398476
chr21	>105406286>105406287
chr21	>105399398>105399399
chr21	>105398581>105398582
chr21	>105405634>105405635
chr21	>105400122>105400124
chr21	>105401220>105401222
chr21	>105406043>105406045
chr21	>105404383>105404385
chr21	>105405795>105405796
chr21	>105406433>105406435
chr21	>105406456>105406457
chr21	>105406456>105406458
chr21	>105401552>105401553
chr21	>105404221>105404222
chr21	>105401624>105401626
chr21	>105399335>105399336
chr21	>105400730>105400731
chr21	>105401109>105401110
chr21	>105404057>105404058
chr21	>105407524>105407525
chr21	>105399482>105399484
chr21	>105400991>105400993
chr21	>105398476>105398478
chr21	>105402511>105402512
chr21	>105402511>105402515
chr21	>105407473>105407475
chr21	>105400982>105400984
chr21	>105404364>105404365
chr21	>105401527>105401529
chr21	>105406430>105406432
chr21	>105405428>105405429
chr21	>105402103>105402104
chr21	>105405640>105405641
chr21	>105403344>105403346
chr21	>105399724>105399726
chr21	>105404742>105404744
chr21	>105399568>105399569
chr21	>105404370>105404371
chr21	>105399114>105399115
chr21	>105399342>105399344
chr21	>105400788>105400789
chr21	>105402807>105402809
chr21	>105405698>105405699
chr21	>105402129>105402130
chr21	>105399424>105399425
chr21	>105406625>105406626
chr21	>105406725>105406727
chr21	>105400786>105400788
chr21	>105401131>105401132
chr21	>105402827>105402828
chr21	>105399803>105399804
chr21	>105404078>105404080
chr21	>105401357>105401358
chr21	>105399837>105399838
chr21	>105399084>105399086
chr21	>105402482>105402483
chr21	>105405684>105405686
chr21	>105407214>105407216
chr21	>105405872>105405873
chr21	>105404883>105404886
chr21	>105402652>105402654
chr21	>105404717>105404718
chr21	>105404504>105404505
chr21	>105404063>105404064
chr21	>105399699>105399701
chr21	>105400212>105400214
chr21	>105402678>105402679
chr21	>105399311>105399312
chr21	>105401396>105401398
chr21	>105402901>105402902
chr21	>105403343>105403344
chr21	>105400171>105400172
chr21	>105406100>105406101
chr21	>105399452>105399454
chr21	>105399795>105399797
chr21	>105403163>105403164
chr21	>105403163>105403167
chr21	>105405876>105405878
chr21	>105405856>105405857
chr21	>105403672>105403673
chr21	>105402561>105402563
chr21	>105404084>105404086
chr21	>105401863>105401865
chr21	>105403825>105403826
chr21	>105405219>105405220
chr21	>105401673>105401675
chr21	>105405495>105405497
chr21	>105401600>105401602
chr21	>105405661>105405662
chr21	>105399069>105399071
chr21	>105401140>105401141
chr21	>105399648>105399649
chr21	>105399871>105399872
chr21	>105399871>105399873
chr21	>105400648>105400649
chr21	>105406482>105406484
chr21	>105402150>105402151
chr21	>105405623>105405625
chr21	>105401438>105401440
chr21	>105403594>105403595
chr21	>105399142>105399143
chr21	>105402790>105402792
chr21	>105400441>105400443
chr21	>105399693>105399695
chr21	>105404215>105404216
chr21	>105402272>105402273
chr21	>105403872>105403874
chr21	>105403524>105403525
chr21	>105403524>105403526
chr21	>105400206>105400208
chr21	>105400710>105400712
chr21	>105405259>105405261
chr21	>105399794>105399795
chr21	>105401865>105401866
chr21	>105404704>105404707
chr21	>105400118>105400119
chr21	>105403748>105403750
chr21	>105405330>105405331
chr21	>105403377>105403378
chr21	>105403919>105403920
chr21	>105404897>105404899
chr21	>105405899>105405901
chr21	>105403341>105403343
chr21	>105407435>105407436
chr21	>105399562>105399563
chr21	>105401316>105401317
chr21	>105406494>105406496
chr21	>105405116>105405118
chr21	>105401199>105401201
chr21	>105401336>105401337
chr21	>105399821>105399822
chr21	>105399791>105399792
chr21	>105406919>105406920
chr21	>105406138>105406139
chr21	>105407366>105407367
chr21	>105403454>105403455
chr21	>105403454>105403456
chr21	>105404680>105404682
chr21	>105404777>105404779
chr21	>105405810>105405811
chr21	>105400405>105400406
chr21	>105401797>105401799
chr21	>105404952>105404953
chr21	>105401950>105401951
chr21	>105401137>105401138
chr21	>105402783>105402784
chr21	>105405572>105405574
chr21	>105406626>105406628
chr21	>105402501>105402502
chr21	>105403241>105403242
chr21	>105404980>105404981
chr21	>105400865>105400866
chr21	>105405405>105405406
chr21	>105405529>105405530
chr21	>105407419>105407421
chr21	>105404455>105404456
chr21	>105406435>105406436
chr21	>105406838>105406840
chr21	>105403312>105403313
chr21	>105402804>105402806
chr21	>105404186>105404188
chr21	>105400012>105400014
chr21	>105399284>105399285
chr21	>105404508>105404510
chr21	>105406589>105406590
chr21	>105406619>105406621
chr21	>105406619>105406622
chr21	>105405846>105405847
chr21	>105406418>105406420
chr21	>105406166>105406168
chr21	>105402141>105402142
chr21	>105399551>105399553
chr21	>105406822>105406823
chr21	>105401008>105401010
chr21	>105404589>105404591
chr21	>105399777>105399779
chr21	>105402929>105402931
chr21	>105400947>105400949
chr21	>105406995>105406997
chr21	>105399032>105399035
chr21	>105405955>105405956
chr21	>105405267>105405269
chr21	>105402549>105402550
chr21	>105401881>105401883
chr21	>105399408>105399410
chr21	>105401647>105401649
chr21	>105406408>105406409
chr21	>105399370>105399371
chr21	>105399944>105399946
chr21	>105405842>105405844
chr21	>105399789>105399791
chr21	>105399035>105399036
chr21	>105402003>105402004
chr21	>105399849>105399850
chr21	>105400734>105400736
chr21	>105403822>105403823
chr21	>105404292>105404293
chr21	>105403969>105403970
chr21	>105406904>105406905
chr21	>105406917>105406919
chr21	>105402303>105402305
chr21	>105398967>105398969
chr21	>105400149>105400151
chr21	>105406724>105406725
chr21	>105406549>105406551
chr21	>105400432>105400434
chr21	>105398500>105398502
chr21	>105400640>105400642
chr21	>105405582>105405584
chr21	>105403306>105403307
chr21	>105405367>105405369
chr21	>105404335>105404336
chr21	>105401732>105401734
chr21	>105404029>105404031
chr21	>105403045>105403046
chr21	>105405476>105405477
chr21	>105400639>105400640
chr21	>105402840>105402841
chr21	>105404560>105404562
chr21	>105401627>105401629
chr21	>105405844>105405845
chr21	>105405844>105405846
chr21	>105406095>105406097
chr21	>105400047>105400048
chr21	>105406465>105406467
chr21	>105406910>105406911
chr21	>105398984>105398986
chr21	>105407084>105407086
chr21	>105399130>105399131
chr21	>105398622>105398624
chr21	>105400205>105400206
chr21	>105406637>105406639
chr21	>105400373>105400374
chr21	>105407444>105407446
chr21	>105398920>105398921
chr21	>105398841>105398843
chr21	>105401497>105401499
chr21	>105405592>105405593
chr21	>105405936>105405938
chr21	>105406956>105406957
chr21	>105399583>105399584
chr21	>105407241>105407243
chr21	>105402249>105402251
chr21	>105404245>105404246
chr21	>105404566>105404568
chr21	>105402026>105402028
chr21	>105399873>105399874
chr21	>105399873>105399875
chr21	>105406404>105406405
chr21	>105399087>105399089
chr21	>105401632>105401633
chr21	>105405716>105405717
chr21	>105404496>105404498
chr21	>105401113>105401114
chr21	>105404864>105404865
chr21	>105403628>105403630
chr21	>105405035>105405037
chr21	>105406215>105406216
chr21	>105402460>105402462
chr21	>105400397>105400398
chr21	>105400397>105400399
chr21	>105404621>105404622
chr21	>105398794>105398795
chr21	>105404126>105404128
chr21	>105406998>105407000
chr21	>105405115>105405116
chr21	>105403612>105403613
chr21	>105401675>105401676
chr21	>105402092>105402094
chr21	>105404204>105404206
chr21	>105402589>105402590
chr21	>105406039>105406040
chr21	>105404986>105404988
chr21	>105404630>105404631
chr21	>105402810>105402812
chr21	>105403457>105403459
chr21	>105405166>105405168
chr21	>105400417>105400418
chr21	>105399557>105399559
chr21	>105398934>105398936
chr21	>105407206>105407208
chr21	>105398557>105398558
chr21	>105405381>105405382
chr21	>105402569>105402570
chr21	>105400329>105400330
chr21	>105403134>105403135
chr21	>105404495>105404496
chr21	>105406595>105406596
chr21	>105402846>105402847
chr21	>105404344>105404345
chr21	>105403718>105403719
chr21	>105399962>105399963
chr21	>105403793>105403794
chr21	>105403420>105403422
chr21	>105406610>105406611
chr21	>105406994>105406995
chr21	>105401217>105401219
chr21	>105407139>105407140
chr21	>105401968>105401969
chr21	>105400446>105400447
chr21	>105405764>105405766
chr21	>105403519>105403521
chr21	>105402393>105402395
chr21	>105404817>105404818
